        cher_lg_Tank  |                root  |                          tank  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | FF9900   |            Polycone  |0*deg 360*deg 4 65*cm 67*cm 67*cm 85*cm 144*cm 155*cm 265*cm 265*cm 194*cm 209.01*cm 209.01*cm 301*cm  |    SL_LGCCgas_SIDIS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 cher_lg_PMT_30_5_34  |        cher_lg_Tank  |          PMT number 1 1 1 4 1  |                   67.104*cm 229.808*cm 238.479*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 34 
 cher_lg_PMT_30_5_35  |        cher_lg_Tank  |          PMT number 1 1 1 4 2  |                   67.186*cm 230.092*cm 239.059*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 35 
 cher_lg_PMT_30_5_36  |        cher_lg_Tank  |          PMT number 1 1 1 4 3  |                   67.269*cm 230.375*cm 239.638*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 36 
 cher_lg_PMT_30_5_37  |        cher_lg_Tank  |          PMT number 1 1 1 4 4  |                   67.351*cm 230.658*cm 240.217*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 37 
 cher_lg_PMT_30_5_38  |        cher_lg_Tank  |          PMT number 1 1 1 4 5  |                   67.433*cm 230.942*cm 240.796*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 38 
 cher_lg_PMT_30_5_39  |        cher_lg_Tank  |          PMT number 1 1 1 4 6  |                   67.516*cm 231.225*cm 241.375*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 39 
 cher_lg_PMT_30_5_40  |        cher_lg_Tank  |          PMT number 1 1 1 4 7  |                   67.598*cm 231.509*cm 241.954*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 40 
 cher_lg_PMT_30_5_41  |        cher_lg_Tank  |          PMT number 1 1 1 5 0  |                   67.646*cm 229.344*cm 237.900*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 41 
 cher_lg_PMT_30_5_42  |        cher_lg_Tank  |          PMT number 1 1 1 5 1  |                   67.728*cm 229.627*cm 238.479*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 42 
 cher_lg_PMT_30_5_43  |        cher_lg_Tank  |          PMT number 1 1 1 5 2  |                   67.810*cm 229.910*cm 239.059*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 43 
 cher_lg_PMT_30_5_44  |        cher_lg_Tank  |          PMT number 1 1 1 5 3  |                   67.893*cm 230.194*cm 239.638*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 44 
 cher_lg_PMT_30_5_45  |        cher_lg_Tank  |          PMT number 1 1 1 5 4  |                   67.975*cm 230.477*cm 240.217*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 45 
 cher_lg_PMT_30_5_46  |        cher_lg_Tank  |          PMT number 1 1 1 5 5  |                   68.057*cm 230.760*cm 240.796*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 46 
 cher_lg_PMT_30_5_47  |        cher_lg_Tank  |          PMT number 1 1 1 5 6  |                   68.140*cm 231.044*cm 241.375*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 47 
 cher_lg_PMT_30_5_48  |        cher_lg_Tank  |          PMT number 1 1 1 5 7  |                   68.222*cm 231.327*cm 241.954*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 48 
 cher_lg_PMT_30_5_49  |        cher_lg_Tank  |          PMT number 1 1 1 6 0  |                   68.270*cm 229.162*cm 237.900*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 49 
 cher_lg_PMT_30_5_50  |        cher_lg_Tank  |          PMT number 1 1 1 6 1  |                   68.352*cm 229.446*cm 238.479*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 50 
 cher_lg_PMT_30_5_51  |        cher_lg_Tank  |          PMT number 1 1 1 6 2  |                   68.435*cm 229.729*cm 239.059*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 51 
 cher_lg_PMT_30_5_52  |        cher_lg_Tank  |          PMT number 1 1 1 6 3  |                   68.517*cm 230.012*cm 239.638*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 52 
 cher_lg_PMT_30_5_53  |        cher_lg_Tank  |          PMT number 1 1 1 6 4  |                   68.599*cm 230.296*cm 240.217*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 53 
 cher_lg_PMT_30_5_54  |        cher_lg_Tank  |          PMT number 1 1 1 6 5  |                   68.682*cm 230.579*cm 240.796*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 54 
 cher_lg_PMT_30_5_55  |        cher_lg_Tank  |          PMT number 1 1 1 6 6  |                   68.764*cm 230.862*cm 241.375*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 55 
 cher_lg_PMT_30_5_56  |        cher_lg_Tank  |          PMT number 1 1 1 6 7  |                   68.846*cm 231.146*cm 241.954*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 56 
 cher_lg_PMT_30_5_57  |        cher_lg_Tank  |          PMT number 1 1 1 7 0  |                   68.894*cm 228.981*cm 237.900*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 57 
 cher_lg_PMT_30_5_58  |        cher_lg_Tank  |          PMT number 1 1 1 7 1  |                   68.976*cm 229.264*cm 238.479*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 58 
 cher_lg_PMT_30_5_59  |        cher_lg_Tank  |          PMT number 1 1 1 7 2  |                   69.059*cm 229.548*cm 239.059*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 59 
 cher_lg_PMT_30_5_60  |        cher_lg_Tank  |          PMT number 1 1 1 7 3  |                   69.141*cm 229.831*cm 239.638*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 60 
 cher_lg_PMT_30_5_61  |        cher_lg_Tank  |          PMT number 1 1 1 7 4  |                   69.223*cm 230.114*cm 240.217*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 61 
 cher_lg_PMT_30_5_62  |        cher_lg_Tank  |          PMT number 1 1 1 7 5  |                   69.306*cm 230.398*cm 240.796*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 62 
 cher_lg_PMT_30_5_63  |        cher_lg_Tank  |          PMT number 1 1 1 7 6  |                   69.388*cm 230.681*cm 241.375*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 63 
 cher_lg_PMT_30_5_64  |        cher_lg_Tank  |          PMT number 1 1 1 7 7  |                   69.470*cm 230.964*cm 241.954*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 5 pixel manual 64 
cher_lg_PMT_Window_30_1_1  |        cher_lg_Tank  |      PMT number window 30 1 1  |                   66.977*cm 230.535*cm 239.966*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff00ff   |                 Box  |                                2.5999*cm 2.5999*cm 0.075*cm  |      SL_H12700UVwin  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
cher_lg_PMT_lightBlock_30_1_1  |        cher_lg_Tank  |  PMT number lightBlock 30 1 1  |                   67.476*cm 232.254*cm 239.053*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 0000ff   |                 Box  |                                 2.5999*cm 2.5999*cm 0.01*cm  |      SL_H12700UVwin  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: LGC_PMT_LightStop  |              mirror  |                                      no 
  cher_lg_PMT_30_6_1  |        cher_lg_Tank  |          PMT number 1 1 2 0 0  |                   65.183*cm 232.517*cm 242.534*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 1 
  cher_lg_PMT_30_6_2  |        cher_lg_Tank  |          PMT number 1 1 2 0 1  |                   65.266*cm 232.801*cm 243.113*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 2 
  cher_lg_PMT_30_6_3  |        cher_lg_Tank  |          PMT number 1 1 2 0 2  |                   65.348*cm 233.084*cm 243.692*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 3 
  cher_lg_PMT_30_6_4  |        cher_lg_Tank  |          PMT number 1 1 2 0 3  |                   65.430*cm 233.367*cm 244.271*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 4 
  cher_lg_PMT_30_6_5  |        cher_lg_Tank  |          PMT number 1 1 2 0 4  |                   65.513*cm 233.651*cm 244.850*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 5 
  cher_lg_PMT_30_6_6  |        cher_lg_Tank  |          PMT number 1 1 2 0 5  |                   65.595*cm 233.934*cm 245.429*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 6 
  cher_lg_PMT_30_6_7  |        cher_lg_Tank  |          PMT number 1 1 2 0 6  |                   65.677*cm 234.218*cm 246.008*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 7 
  cher_lg_PMT_30_6_8  |        cher_lg_Tank  |          PMT number 1 1 2 0 7  |                   65.760*cm 234.501*cm 246.588*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 8 
  cher_lg_PMT_30_6_9  |        cher_lg_Tank  |          PMT number 1 1 2 1 0  |                   65.808*cm 232.336*cm 242.534*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 9 
 cher_lg_PMT_30_6_10  |        cher_lg_Tank  |          PMT number 1 1 2 1 1  |                   65.890*cm 232.619*cm 243.113*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 10 
 cher_lg_PMT_30_6_11  |        cher_lg_Tank  |          PMT number 1 1 2 1 2  |                   65.972*cm 232.903*cm 243.692*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 11 
 cher_lg_PMT_30_6_12  |        cher_lg_Tank  |          PMT number 1 1 2 1 3  |                   66.055*cm 233.186*cm 244.271*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 12 
 cher_lg_PMT_30_6_13  |        cher_lg_Tank  |          PMT number 1 1 2 1 4  |                   66.137*cm 233.469*cm 244.850*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 13 
 cher_lg_PMT_30_6_14  |        cher_lg_Tank  |          PMT number 1 1 2 1 5  |                   66.219*cm 233.753*cm 245.429*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 14 
 cher_lg_PMT_30_6_15  |        cher_lg_Tank  |          PMT number 1 1 2 1 6  |                   66.302*cm 234.036*cm 246.008*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 15 
 cher_lg_PMT_30_6_16  |        cher_lg_Tank  |          PMT number 1 1 2 1 7  |                   66.384*cm 234.320*cm 246.588*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 16 
 cher_lg_PMT_30_6_17  |        cher_lg_Tank  |          PMT number 1 1 2 2 0  |                   66.432*cm 232.155*cm 242.534*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 17 
 cher_lg_PMT_30_6_18  |        cher_lg_Tank  |          PMT number 1 1 2 2 1  |                   66.514*cm 232.438*cm 243.113*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 18 
 cher_lg_PMT_30_6_19  |        cher_lg_Tank  |          PMT number 1 1 2 2 2  |                   66.596*cm 232.721*cm 243.692*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 19 
 cher_lg_PMT_30_6_20  |        cher_lg_Tank  |          PMT number 1 1 2 2 3  |                   66.679*cm 233.005*cm 244.271*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 20 
 cher_lg_PMT_30_6_21  |        cher_lg_Tank  |          PMT number 1 1 2 2 4  |                   66.761*cm 233.288*cm 244.850*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 21 
 cher_lg_PMT_30_6_22  |        cher_lg_Tank  |          PMT number 1 1 2 2 5  |                   66.843*cm 233.571*cm 245.429*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 22 
 cher_lg_PMT_30_6_23  |        cher_lg_Tank  |          PMT number 1 1 2 2 6  |                   66.926*cm 233.855*cm 246.008*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 23 
 cher_lg_PMT_30_6_24  |        cher_lg_Tank  |          PMT number 1 1 2 2 7  |                   67.008*cm 234.138*cm 246.588*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 24 
 cher_lg_PMT_30_6_25  |        cher_lg_Tank  |          PMT number 1 1 2 3 0  |                   67.056*cm 231.973*cm 242.534*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 25 
 cher_lg_PMT_30_6_26  |        cher_lg_Tank  |          PMT number 1 1 2 3 1  |                   67.138*cm 232.257*cm 243.113*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 26 
 cher_lg_PMT_30_6_27  |        cher_lg_Tank  |          PMT number 1 1 2 3 2  |                   67.221*cm 232.540*cm 243.692*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 27 
 cher_lg_PMT_30_6_28  |        cher_lg_Tank  |          PMT number 1 1 2 3 3  |                   67.303*cm 232.823*cm 244.271*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 28 
 cher_lg_PMT_30_6_29  |        cher_lg_Tank  |          PMT number 1 1 2 3 4  |                   67.385*cm 233.107*cm 244.850*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 29 
 cher_lg_PMT_30_6_30  |        cher_lg_Tank  |          PMT number 1 1 2 3 5  |                   67.468*cm 233.390*cm 245.429*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 30 
 cher_lg_PMT_30_6_31  |        cher_lg_Tank  |          PMT number 1 1 2 3 6  |                   67.550*cm 233.674*cm 246.008*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 6 pixel manual 31 
