        cher_lg_Tank  |                root  |                          tank  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | FF9900   |            Polycone  |0*deg 360*deg 4 65*cm 67*cm 67*cm 85*cm 144*cm 155*cm 265*cm 265*cm 194*cm 209.01*cm 209.01*cm 301*cm  |    SL_LGCCgas_SIDIS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 cher_lg_PMT_30_2_43  |        cher_lg_Tank  |          PMT number 1 0 1 5 2  |                   62.817*cm 231.361*cm 239.059*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 43 
 cher_lg_PMT_30_2_44  |        cher_lg_Tank  |          PMT number 1 0 1 5 3  |                   62.899*cm 231.644*cm 239.638*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 44 
 cher_lg_PMT_30_2_45  |        cher_lg_Tank  |          PMT number 1 0 1 5 4  |                   62.982*cm 231.928*cm 240.217*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 45 
 cher_lg_PMT_30_2_46  |        cher_lg_Tank  |          PMT number 1 0 1 5 5  |                   63.064*cm 232.211*cm 240.796*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 46 
 cher_lg_PMT_30_2_47  |        cher_lg_Tank  |          PMT number 1 0 1 5 6  |                   63.146*cm 232.495*cm 241.375*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 47 
 cher_lg_PMT_30_2_48  |        cher_lg_Tank  |          PMT number 1 0 1 5 7  |                   63.229*cm 232.778*cm 241.954*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 48 
 cher_lg_PMT_30_2_49  |        cher_lg_Tank  |          PMT number 1 0 1 6 0  |                   63.276*cm 230.613*cm 237.900*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 49 
 cher_lg_PMT_30_2_50  |        cher_lg_Tank  |          PMT number 1 0 1 6 1  |                   63.359*cm 230.896*cm 238.479*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 50 
 cher_lg_PMT_30_2_51  |        cher_lg_Tank  |          PMT number 1 0 1 6 2  |                   63.441*cm 231.180*cm 239.059*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 51 
 cher_lg_PMT_30_2_52  |        cher_lg_Tank  |          PMT number 1 0 1 6 3  |                   63.523*cm 231.463*cm 239.638*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 52 
 cher_lg_PMT_30_2_53  |        cher_lg_Tank  |          PMT number 1 0 1 6 4  |                   63.606*cm 231.746*cm 240.217*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 53 
 cher_lg_PMT_30_2_54  |        cher_lg_Tank  |          PMT number 1 0 1 6 5  |                   63.688*cm 232.030*cm 240.796*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 54 
 cher_lg_PMT_30_2_55  |        cher_lg_Tank  |          PMT number 1 0 1 6 6  |                   63.770*cm 232.313*cm 241.375*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 55 
 cher_lg_PMT_30_2_56  |        cher_lg_Tank  |          PMT number 1 0 1 6 7  |                   63.853*cm 232.597*cm 241.954*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 56 
 cher_lg_PMT_30_2_57  |        cher_lg_Tank  |          PMT number 1 0 1 7 0  |                   63.901*cm 230.432*cm 237.900*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 57 
 cher_lg_PMT_30_2_58  |        cher_lg_Tank  |          PMT number 1 0 1 7 1  |                   63.983*cm 230.715*cm 238.479*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 58 
 cher_lg_PMT_30_2_59  |        cher_lg_Tank  |          PMT number 1 0 1 7 2  |                   64.065*cm 230.998*cm 239.059*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 59 
 cher_lg_PMT_30_2_60  |        cher_lg_Tank  |          PMT number 1 0 1 7 3  |                   64.148*cm 231.282*cm 239.638*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 60 
 cher_lg_PMT_30_2_61  |        cher_lg_Tank  |          PMT number 1 0 1 7 4  |                   64.230*cm 231.565*cm 240.217*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 61 
 cher_lg_PMT_30_2_62  |        cher_lg_Tank  |          PMT number 1 0 1 7 5  |                   64.312*cm 231.848*cm 240.796*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 62 
 cher_lg_PMT_30_2_63  |        cher_lg_Tank  |          PMT number 1 0 1 7 6  |                   64.395*cm 232.132*cm 241.375*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff9999   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 63 
 cher_lg_PMT_30_2_64  |        cher_lg_Tank  |          PMT number 1 0 1 7 7  |                   64.477*cm 232.415*cm 241.954*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff0000   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 2 pixel manual 64 
cher_lg_PMT_Window_30_0_1  |        cher_lg_Tank  |      PMT number window 30 0 1  |                   61.983*cm 231.985*cm 239.966*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | ff00ff   |                 Box  |                                2.5999*cm 2.5999*cm 0.075*cm  |      SL_H12700UVwin  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
cher_lg_PMT_lightBlock_30_0_1  |        cher_lg_Tank  |  PMT number lightBlock 30 0 1  |                   62.483*cm 233.705*cm 239.053*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 0000ff   |                 Box  |                                 2.5999*cm 2.5999*cm 0.01*cm  |      SL_H12700UVwin  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: LGC_PMT_LightStop  |              mirror  |                                      no 
  cher_lg_PMT_30_3_1  |        cher_lg_Tank  |          PMT number 1 0 2 0 0  |                   60.190*cm 233.968*cm 242.534*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 1 
  cher_lg_PMT_30_3_2  |        cher_lg_Tank  |          PMT number 1 0 2 0 1  |                   60.272*cm 234.251*cm 243.113*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 2 
  cher_lg_PMT_30_3_3  |        cher_lg_Tank  |          PMT number 1 0 2 0 2  |                   60.355*cm 234.535*cm 243.692*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 3 
  cher_lg_PMT_30_3_4  |        cher_lg_Tank  |          PMT number 1 0 2 0 3  |                   60.437*cm 234.818*cm 244.271*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 4 
  cher_lg_PMT_30_3_5  |        cher_lg_Tank  |          PMT number 1 0 2 0 4  |                   60.519*cm 235.102*cm 244.850*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 5 
  cher_lg_PMT_30_3_6  |        cher_lg_Tank  |          PMT number 1 0 2 0 5  |                   60.602*cm 235.385*cm 245.429*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 6 
  cher_lg_PMT_30_3_7  |        cher_lg_Tank  |          PMT number 1 0 2 0 6  |                   60.684*cm 235.668*cm 246.008*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 7 
  cher_lg_PMT_30_3_8  |        cher_lg_Tank  |          PMT number 1 0 2 0 7  |                   60.766*cm 235.952*cm 246.588*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 8 
  cher_lg_PMT_30_3_9  |        cher_lg_Tank  |          PMT number 1 0 2 1 0  |                   60.814*cm 233.787*cm 242.534*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 9 
 cher_lg_PMT_30_3_10  |        cher_lg_Tank  |          PMT number 1 0 2 1 1  |                   60.896*cm 234.070*cm 243.113*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 10 
 cher_lg_PMT_30_3_11  |        cher_lg_Tank  |          PMT number 1 0 2 1 2  |                   60.979*cm 234.353*cm 243.692*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 11 
 cher_lg_PMT_30_3_12  |        cher_lg_Tank  |          PMT number 1 0 2 1 3  |                   61.061*cm 234.637*cm 244.271*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 12 
 cher_lg_PMT_30_3_13  |        cher_lg_Tank  |          PMT number 1 0 2 1 4  |                   61.143*cm 234.920*cm 244.850*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 13 
 cher_lg_PMT_30_3_14  |        cher_lg_Tank  |          PMT number 1 0 2 1 5  |                   61.226*cm 235.204*cm 245.429*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 14 
 cher_lg_PMT_30_3_15  |        cher_lg_Tank  |          PMT number 1 0 2 1 6  |                   61.308*cm 235.487*cm 246.008*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 15 
 cher_lg_PMT_30_3_16  |        cher_lg_Tank  |          PMT number 1 0 2 1 7  |                   61.390*cm 235.770*cm 246.588*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 16 
 cher_lg_PMT_30_3_17  |        cher_lg_Tank  |          PMT number 1 0 2 2 0  |                   61.438*cm 233.605*cm 242.534*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 17 
 cher_lg_PMT_30_3_18  |        cher_lg_Tank  |          PMT number 1 0 2 2 1  |                   61.521*cm 233.889*cm 243.113*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 18 
 cher_lg_PMT_30_3_19  |        cher_lg_Tank  |          PMT number 1 0 2 2 2  |                   61.603*cm 234.172*cm 243.692*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 19 
 cher_lg_PMT_30_3_20  |        cher_lg_Tank  |          PMT number 1 0 2 2 3  |                   61.685*cm 234.455*cm 244.271*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 20 
 cher_lg_PMT_30_3_21  |        cher_lg_Tank  |          PMT number 1 0 2 2 4  |                   61.768*cm 234.739*cm 244.850*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 21 
 cher_lg_PMT_30_3_22  |        cher_lg_Tank  |          PMT number 1 0 2 2 5  |                   61.850*cm 235.022*cm 245.429*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 22 
 cher_lg_PMT_30_3_23  |        cher_lg_Tank  |          PMT number 1 0 2 2 6  |                   61.932*cm 235.306*cm 246.008*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 23 
 cher_lg_PMT_30_3_24  |        cher_lg_Tank  |          PMT number 1 0 2 2 7  |                   62.015*cm 235.589*cm 246.588*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 24 
 cher_lg_PMT_30_3_25  |        cher_lg_Tank  |          PMT number 1 0 2 3 0  |                   62.062*cm 233.424*cm 242.534*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 25 
 cher_lg_PMT_30_3_26  |        cher_lg_Tank  |          PMT number 1 0 2 3 1  |                   62.145*cm 233.707*cm 243.113*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 26 
 cher_lg_PMT_30_3_27  |        cher_lg_Tank  |          PMT number 1 0 2 3 2  |                   62.227*cm 233.991*cm 243.692*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 27 
 cher_lg_PMT_30_3_28  |        cher_lg_Tank  |          PMT number 1 0 2 3 3  |                   62.309*cm 234.274*cm 244.271*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 28 
 cher_lg_PMT_30_3_29  |        cher_lg_Tank  |          PMT number 1 0 2 3 4  |                   62.392*cm 234.558*cm 244.850*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 29 
 cher_lg_PMT_30_3_30  |        cher_lg_Tank  |          PMT number 1 0 2 3 5  |                   62.474*cm 234.841*cm 245.429*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 30 
 cher_lg_PMT_30_3_31  |        cher_lg_Tank  |          PMT number 1 0 2 3 6  |                   62.556*cm 235.124*cm 246.008*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 31 
 cher_lg_PMT_30_3_32  |        cher_lg_Tank  |          PMT number 1 0 2 3 7  |                   62.639*cm 235.408*cm 246.588*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 32 
 cher_lg_PMT_30_3_33  |        cher_lg_Tank  |          PMT number 1 0 2 4 0  |                   62.687*cm 233.243*cm 242.534*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 33 
 cher_lg_PMT_30_3_34  |        cher_lg_Tank  |          PMT number 1 0 2 4 1  |                   62.769*cm 233.526*cm 243.113*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 34 
 cher_lg_PMT_30_3_35  |        cher_lg_Tank  |          PMT number 1 0 2 4 2  |                   62.851*cm 233.809*cm 243.692*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 35 
 cher_lg_PMT_30_3_36  |        cher_lg_Tank  |          PMT number 1 0 2 4 3  |                   62.934*cm 234.093*cm 244.271*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 36 
 cher_lg_PMT_30_3_37  |        cher_lg_Tank  |          PMT number 1 0 2 4 4  |                   63.016*cm 234.376*cm 244.850*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 37 
 cher_lg_PMT_30_3_38  |        cher_lg_Tank  |          PMT number 1 0 2 4 5  |                   63.098*cm 234.660*cm 245.429*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 38 
 cher_lg_PMT_30_3_39  |        cher_lg_Tank  |          PMT number 1 0 2 4 6  |                   63.181*cm 234.943*cm 246.008*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 00cc00   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 39 
 cher_lg_PMT_30_3_40  |        cher_lg_Tank  |          PMT number 1 0 2 4 7  |                   63.263*cm 235.226*cm 246.588*cm  |    ordered: zxy 16.2*deg -63*deg -0*deg  | 99ff99   |                 Box  |                               0.3249*cm 0.3249*cm 0.0001*mm  |           SL_H12700  |                  no  |     1   |     1   |     1   |   0   |   1   |           solid_lgc  |           solid_lgc  |sector manual 30 pmt manual 3 pixel manual 40 
