   solid_SIDIS_gem_1  |                root  |             solid_SIDIS_gem_1  |                                 0*cm 0*cm -175*cm  |                       0*deg 0*deg 0*deg  | 111111   |                Tube  |                         36*cm 87*cm 4.8905*mm 0*deg 360*deg  |         G4_Galactic  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                       id manual 1100000 
solid_SIDIS_gem_2_11_9  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_11_9  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -112*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4011 
solid_SIDIS_gem_2_11_10  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_11_10  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -124*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4111 
solid_SIDIS_gem_2_11_11  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_11_11  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -136*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4211 
solid_SIDIS_gem_2_11_12  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_11_12  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -148*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4311 
solid_SIDIS_gem_2_11_13  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_11_13  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -160*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4411 
solid_SIDIS_gem_2_11_14  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_11_14  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -172*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4511 
solid_SIDIS_gem_2_11_15  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_11_15  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -184*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4611 
solid_SIDIS_gem_2_11_16  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_11_16  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -196*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4711 
solid_SIDIS_gem_2_11_17  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_11_17  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -208*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4811 
solid_SIDIS_gem_2_11_18  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_11_18  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -220*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4911 
solid_SIDIS_gem_2_11_19  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_11_19  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -232*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5011 
solid_SIDIS_gem_2_11_20  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_11_20  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -244*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5111 
solid_SIDIS_gem_2_11_21  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_11_21  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -256*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5211 
solid_SIDIS_gem_2_11_22  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_11_22  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -268*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5311 
solid_SIDIS_gem_2_11_23  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_11_23  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -280*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5411 
solid_SIDIS_gem_2_11_24  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_11_24  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -292*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5511 
solid_SIDIS_gem_2_11_25  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_11_25  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -304*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5611 
solid_SIDIS_gem_2_11_26  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_11_26  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -316*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5711 
solid_SIDIS_gem_2_11_27  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_11_27  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -328*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5811 
solid_SIDIS_gem_2_11_28  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_11_28  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -340*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5911 
solid_SIDIS_gem_2_11_29  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_11_29  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -352*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 6011 
solid_SIDIS_gem_2_12_0  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_12_0  |                               0*cm 0*cm 0.4975*mm  |                      0*deg 0*deg -4*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 3112 
solid_SIDIS_gem_2_12_1  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_12_1  |                               0*cm 0*cm 0.4975*mm  |                     0*deg 0*deg -16*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 3212 
solid_SIDIS_gem_2_12_2  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_12_2  |                               0*cm 0*cm 0.4975*mm  |                     0*deg 0*deg -28*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 3312 
solid_SIDIS_gem_2_12_3  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_12_3  |                               0*cm 0*cm 0.4975*mm  |                     0*deg 0*deg -40*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 3412 
solid_SIDIS_gem_2_12_4  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_12_4  |                               0*cm 0*cm 0.4975*mm  |                     0*deg 0*deg -52*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 3512 
solid_SIDIS_gem_2_12_5  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_12_5  |                               0*cm 0*cm 0.4975*mm  |                     0*deg 0*deg -64*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 3612 
solid_SIDIS_gem_2_12_6  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_12_6  |                               0*cm 0*cm 0.4975*mm  |                     0*deg 0*deg -76*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 3712 
solid_SIDIS_gem_2_12_7  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_12_7  |                               0*cm 0*cm 0.4975*mm  |                     0*deg 0*deg -88*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 3812 
solid_SIDIS_gem_2_12_8  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_12_8  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -100*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 3912 
solid_SIDIS_gem_2_12_9  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_12_9  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -112*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4012 
solid_SIDIS_gem_2_12_10  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_12_10  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -124*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4112 
solid_SIDIS_gem_2_12_11  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_12_11  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -136*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4212 
solid_SIDIS_gem_2_12_12  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_12_12  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -148*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4312 
solid_SIDIS_gem_2_12_13  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_12_13  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -160*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4412 
solid_SIDIS_gem_2_12_14  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_12_14  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -172*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4512 
solid_SIDIS_gem_2_12_15  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_12_15  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -184*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4612 
solid_SIDIS_gem_2_12_16  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_12_16  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -196*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4712 
solid_SIDIS_gem_2_12_17  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_12_17  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -208*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4812 
solid_SIDIS_gem_2_12_18  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_12_18  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -220*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4912 
solid_SIDIS_gem_2_12_19  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_12_19  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -232*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5012 
solid_SIDIS_gem_2_12_20  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_12_20  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -244*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5112 
solid_SIDIS_gem_2_12_21  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_12_21  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -256*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5212 
solid_SIDIS_gem_2_12_22  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_12_22  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -268*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5312 
solid_SIDIS_gem_2_12_23  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_12_23  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -280*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5412 
solid_SIDIS_gem_2_12_24  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_12_24  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -292*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5512 
solid_SIDIS_gem_2_12_25  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_12_25  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -304*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5612 
solid_SIDIS_gem_2_12_26  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_12_26  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -316*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5712 
solid_SIDIS_gem_2_12_27  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_12_27  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -328*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5812 
solid_SIDIS_gem_2_12_28  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_12_28  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -340*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5912 
solid_SIDIS_gem_2_12_29  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_12_29  |                               0*cm 0*cm 0.4975*mm  |                    0*deg 0*deg -352*deg  | 1a4fff   |                Tube  |                          21*cm 98*cm 0.025*mm -5*deg 10*deg  |       SL_gem_Kapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 6012 
solid_SIDIS_gem_2_13_0  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_13_0  |                                0*cm 0*cm 0.525*mm  |                      0*deg 0*deg -4*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 3113 
solid_SIDIS_gem_2_13_1  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_13_1  |                                0*cm 0*cm 0.525*mm  |                     0*deg 0*deg -16*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 3213 
solid_SIDIS_gem_2_13_2  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_13_2  |                                0*cm 0*cm 0.525*mm  |                     0*deg 0*deg -28*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 3313 
solid_SIDIS_gem_2_13_3  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_13_3  |                                0*cm 0*cm 0.525*mm  |                     0*deg 0*deg -40*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 3413 
solid_SIDIS_gem_2_13_4  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_13_4  |                                0*cm 0*cm 0.525*mm  |                     0*deg 0*deg -52*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 3513 
solid_SIDIS_gem_2_13_5  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_13_5  |                                0*cm 0*cm 0.525*mm  |                     0*deg 0*deg -64*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 3613 
solid_SIDIS_gem_2_13_6  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_13_6  |                                0*cm 0*cm 0.525*mm  |                     0*deg 0*deg -76*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 3713 
solid_SIDIS_gem_2_13_7  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_13_7  |                                0*cm 0*cm 0.525*mm  |                     0*deg 0*deg -88*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 3813 
solid_SIDIS_gem_2_13_8  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_13_8  |                                0*cm 0*cm 0.525*mm  |                    0*deg 0*deg -100*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 3913 
solid_SIDIS_gem_2_13_9  |   solid_SIDIS_gem_2  |        solid_SIDIS_gem_2_13_9  |                                0*cm 0*cm 0.525*mm  |                    0*deg 0*deg -112*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4013 
solid_SIDIS_gem_2_13_10  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_13_10  |                                0*cm 0*cm 0.525*mm  |                    0*deg 0*deg -124*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4113 
solid_SIDIS_gem_2_13_11  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_13_11  |                                0*cm 0*cm 0.525*mm  |                    0*deg 0*deg -136*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4213 
solid_SIDIS_gem_2_13_12  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_13_12  |                                0*cm 0*cm 0.525*mm  |                    0*deg 0*deg -148*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4313 
solid_SIDIS_gem_2_13_13  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_13_13  |                                0*cm 0*cm 0.525*mm  |                    0*deg 0*deg -160*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4413 
solid_SIDIS_gem_2_13_14  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_13_14  |                                0*cm 0*cm 0.525*mm  |                    0*deg 0*deg -172*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4513 
solid_SIDIS_gem_2_13_15  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_13_15  |                                0*cm 0*cm 0.525*mm  |                    0*deg 0*deg -184*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4613 
solid_SIDIS_gem_2_13_16  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_13_16  |                                0*cm 0*cm 0.525*mm  |                    0*deg 0*deg -196*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4713 
solid_SIDIS_gem_2_13_17  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_13_17  |                                0*cm 0*cm 0.525*mm  |                    0*deg 0*deg -208*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4813 
solid_SIDIS_gem_2_13_18  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_13_18  |                                0*cm 0*cm 0.525*mm  |                    0*deg 0*deg -220*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 4913 
solid_SIDIS_gem_2_13_19  |   solid_SIDIS_gem_2  |       solid_SIDIS_gem_2_13_19  |                                0*cm 0*cm 0.525*mm  |                    0*deg 0*deg -232*deg  | ffe731   |                Tube  |                         21*cm 98*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 5013 
