   solid_SIDIS_gem_1  |                root  |             solid_SIDIS_gem_1  |                                 0*cm 0*cm -175*cm  |                       0*deg 0*deg 0*deg  | 111111   |                Tube  |                         36*cm 87*cm 4.8905*mm 0*deg 360*deg  |         G4_Galactic  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                       id manual 1100000 
solid_SIDIS_gem_4_9_1  |   solid_SIDIS_gem_4  |         solid_SIDIS_gem_4_9_1  |                               0*cm 0*cm -1.535*mm  |                     0*deg 0*deg -12*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9209 
solid_SIDIS_gem_4_9_2  |   solid_SIDIS_gem_4  |         solid_SIDIS_gem_4_9_2  |                               0*cm 0*cm -1.535*mm  |                     0*deg 0*deg -24*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9309 
solid_SIDIS_gem_4_9_3  |   solid_SIDIS_gem_4  |         solid_SIDIS_gem_4_9_3  |                               0*cm 0*cm -1.535*mm  |                     0*deg 0*deg -36*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9409 
solid_SIDIS_gem_4_9_4  |   solid_SIDIS_gem_4  |         solid_SIDIS_gem_4_9_4  |                               0*cm 0*cm -1.535*mm  |                     0*deg 0*deg -48*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9509 
solid_SIDIS_gem_4_9_5  |   solid_SIDIS_gem_4  |         solid_SIDIS_gem_4_9_5  |                               0*cm 0*cm -1.535*mm  |                     0*deg 0*deg -60*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9609 
solid_SIDIS_gem_4_9_6  |   solid_SIDIS_gem_4  |         solid_SIDIS_gem_4_9_6  |                               0*cm 0*cm -1.535*mm  |                     0*deg 0*deg -72*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9709 
solid_SIDIS_gem_4_9_7  |   solid_SIDIS_gem_4  |         solid_SIDIS_gem_4_9_7  |                               0*cm 0*cm -1.535*mm  |                     0*deg 0*deg -84*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9809 
solid_SIDIS_gem_4_9_8  |   solid_SIDIS_gem_4  |         solid_SIDIS_gem_4_9_8  |                               0*cm 0*cm -1.535*mm  |                     0*deg 0*deg -96*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9909 
solid_SIDIS_gem_4_9_9  |   solid_SIDIS_gem_4  |         solid_SIDIS_gem_4_9_9  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -108*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10009 
solid_SIDIS_gem_4_9_10  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_9_10  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -120*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10109 
solid_SIDIS_gem_4_9_11  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_9_11  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -132*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10209 
solid_SIDIS_gem_4_9_12  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_9_12  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -144*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10309 
solid_SIDIS_gem_4_9_13  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_9_13  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -156*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10409 
solid_SIDIS_gem_4_9_14  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_9_14  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -168*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10509 
solid_SIDIS_gem_4_9_15  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_9_15  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -180*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10609 
solid_SIDIS_gem_4_9_16  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_9_16  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -192*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10709 
solid_SIDIS_gem_4_9_17  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_9_17  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -204*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10809 
solid_SIDIS_gem_4_9_18  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_9_18  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -216*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10909 
solid_SIDIS_gem_4_9_19  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_9_19  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -228*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 11009 
solid_SIDIS_gem_4_9_20  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_9_20  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -240*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 11109 
solid_SIDIS_gem_4_9_21  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_9_21  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -252*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 11209 
solid_SIDIS_gem_4_9_22  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_9_22  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -264*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 11309 
solid_SIDIS_gem_4_9_23  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_9_23  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -276*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 11409 
solid_SIDIS_gem_4_9_24  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_9_24  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -288*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 11509 
solid_SIDIS_gem_4_9_25  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_9_25  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -300*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 11609 
solid_SIDIS_gem_4_9_26  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_9_26  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -312*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 11709 
solid_SIDIS_gem_4_9_27  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_9_27  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -324*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 11809 
solid_SIDIS_gem_4_9_28  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_9_28  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -336*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 11909 
solid_SIDIS_gem_4_9_29  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_9_29  |                               0*cm 0*cm -1.535*mm  |                    0*deg 0*deg -348*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 12009 
solid_SIDIS_gem_4_10_0  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_10_0  |                              0*cm 0*cm -0.5325*mm  |                       0*deg 0*deg 0*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9110 
solid_SIDIS_gem_4_10_1  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_10_1  |                              0*cm 0*cm -0.5325*mm  |                     0*deg 0*deg -12*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9210 
solid_SIDIS_gem_4_10_2  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_10_2  |                              0*cm 0*cm -0.5325*mm  |                     0*deg 0*deg -24*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9310 
solid_SIDIS_gem_4_10_3  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_10_3  |                              0*cm 0*cm -0.5325*mm  |                     0*deg 0*deg -36*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9410 
solid_SIDIS_gem_4_10_4  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_10_4  |                              0*cm 0*cm -0.5325*mm  |                     0*deg 0*deg -48*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9510 
solid_SIDIS_gem_4_10_5  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_10_5  |                              0*cm 0*cm -0.5325*mm  |                     0*deg 0*deg -60*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9610 
solid_SIDIS_gem_4_10_6  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_10_6  |                              0*cm 0*cm -0.5325*mm  |                     0*deg 0*deg -72*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9710 
solid_SIDIS_gem_4_10_7  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_10_7  |                              0*cm 0*cm -0.5325*mm  |                     0*deg 0*deg -84*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9810 
solid_SIDIS_gem_4_10_8  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_10_8  |                              0*cm 0*cm -0.5325*mm  |                     0*deg 0*deg -96*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9910 
solid_SIDIS_gem_4_10_9  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_10_9  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -108*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10010 
solid_SIDIS_gem_4_10_10  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_10_10  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -120*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10110 
solid_SIDIS_gem_4_10_11  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_10_11  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -132*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10210 
solid_SIDIS_gem_4_10_12  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_10_12  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -144*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10310 
solid_SIDIS_gem_4_10_13  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_10_13  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -156*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10410 
solid_SIDIS_gem_4_10_14  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_10_14  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -168*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10510 
solid_SIDIS_gem_4_10_15  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_10_15  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -180*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10610 
solid_SIDIS_gem_4_10_16  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_10_16  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -192*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10710 
solid_SIDIS_gem_4_10_17  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_10_17  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -204*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10810 
solid_SIDIS_gem_4_10_18  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_10_18  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -216*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10910 
solid_SIDIS_gem_4_10_19  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_10_19  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -228*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 11010 
solid_SIDIS_gem_4_10_20  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_10_20  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -240*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 11110 
solid_SIDIS_gem_4_10_21  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_10_21  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -252*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 11210 
solid_SIDIS_gem_4_10_22  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_10_22  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -264*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 11310 
solid_SIDIS_gem_4_10_23  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_10_23  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -276*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 11410 
solid_SIDIS_gem_4_10_24  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_10_24  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -288*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 11510 
solid_SIDIS_gem_4_10_25  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_10_25  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -300*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 11610 
solid_SIDIS_gem_4_10_26  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_10_26  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -312*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 11710 
solid_SIDIS_gem_4_10_27  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_10_27  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -324*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 11810 
solid_SIDIS_gem_4_10_28  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_10_28  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -336*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 11910 
solid_SIDIS_gem_4_10_29  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_10_29  |                              0*cm 0*cm -0.5325*mm  |                    0*deg 0*deg -348*deg  | ff33fc   |                Tube  |                             32*cm 135*cm 1*mm -5*deg 10*deg  |       SL_gem_GEMgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 12010 
solid_SIDIS_gem_4_11_0  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_11_0  |                                 0*cm 0*cm 0.47*mm  |                       0*deg 0*deg 0*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9111 
solid_SIDIS_gem_4_11_1  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_11_1  |                                 0*cm 0*cm 0.47*mm  |                     0*deg 0*deg -12*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9211 
solid_SIDIS_gem_4_11_2  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_11_2  |                                 0*cm 0*cm 0.47*mm  |                     0*deg 0*deg -24*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9311 
solid_SIDIS_gem_4_11_3  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_11_3  |                                 0*cm 0*cm 0.47*mm  |                     0*deg 0*deg -36*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9411 
solid_SIDIS_gem_4_11_4  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_11_4  |                                 0*cm 0*cm 0.47*mm  |                     0*deg 0*deg -48*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9511 
solid_SIDIS_gem_4_11_5  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_11_5  |                                 0*cm 0*cm 0.47*mm  |                     0*deg 0*deg -60*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9611 
solid_SIDIS_gem_4_11_6  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_11_6  |                                 0*cm 0*cm 0.47*mm  |                     0*deg 0*deg -72*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9711 
solid_SIDIS_gem_4_11_7  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_11_7  |                                 0*cm 0*cm 0.47*mm  |                     0*deg 0*deg -84*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9811 
solid_SIDIS_gem_4_11_8  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_11_8  |                                 0*cm 0*cm 0.47*mm  |                     0*deg 0*deg -96*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                          id manual 9911 
solid_SIDIS_gem_4_11_9  |   solid_SIDIS_gem_4  |        solid_SIDIS_gem_4_11_9  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -108*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10011 
solid_SIDIS_gem_4_11_10  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_11_10  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -120*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10111 
solid_SIDIS_gem_4_11_11  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_11_11  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -132*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10211 
solid_SIDIS_gem_4_11_12  |   solid_SIDIS_gem_4  |       solid_SIDIS_gem_4_11_12  |                                 0*cm 0*cm 0.47*mm  |                    0*deg 0*deg -144*deg  | ffe731   |                Tube  |                        32*cm 135*cm 0.0025*mm -5*deg 10*deg  |               G4_Cu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                         id manual 10311 
